document_name,source_token,source_type,source_pos_tag,source_sentence_ID,source_token_ID,source_prev_tag,source_next_tag,target_token,target_type,target_pos_tag,target_sentence_ID,target_token_ID,target_prev_tag,target_next_tag,token_distance,sentence_distance,dependency_tags,relation_type
doc-20.12 - horse riding lesson,conducts,B-Activity,VBZ,4,14,B-Actor,B-Activity Data,return,B-Activity,VBP,5,6,B-Actor,B-Activity Data,8,1,[0],flow
doc-20.12 - horse riding lesson,return,B-Activity,VBP,5,6,B-Actor,B-Activity Data,the,B-Actor,DT,5,4,O,B-Activity,2,0,[0],actor performer
doc-20.12 - horse riding lesson,return,B-Activity,VBP,5,6,B-Actor,B-Activity Data,their,B-Activity Data,PRP$,5,7,B-Activity,B-Further Specification,1,0,[0],uses
doc-20.12 - horse riding lesson,return,B-Activity,VBP,5,6,B-Actor,B-Activity Data,back,B-Further Specification,RB,5,9,B-Activity Data,O,3,0,[0],further specification
doc-20.12 - horse riding lesson,return,B-Activity,VBP,5,6,B-Actor,B-Activity Data,unsaddle,B-Activity,JJ,5,14,O,B-Activity Data,8,0,[0],flow
doc-20.12 - horse riding lesson,unsaddle,B-Activity,JJ,5,14,O,B-Activity Data,the,B-Actor,DT,5,4,O,B-Activity,10,0,[0],actor performer
doc-20.12 - horse riding lesson,unsaddle,B-Activity,JJ,5,14,O,B-Activity Data,them,B-Activity Data,PRP,5,15,B-Activity,O,1,0,[0],uses
doc-20.13 - thesis writing,choose,B-Activity,VB,1,3,O,B-Activity Data,The,B-Actor,DT,1,0,O,O,3,0,[0],actor performer
doc-20.13 - thesis writing,choose,B-Activity,VB,1,3,O,B-Activity Data,a,B-Activity Data,DT,1,4,B-Activity,O,1,0,[0],uses
doc-20.13 - thesis writing,choose,B-Activity,VB,1,3,O,B-Activity Data,hand,B-Activity,NN,2,4,O,B-Activity Data,1,1,[0],flow
doc-20.13 - thesis writing,hand,B-Activity,NN,2,4,O,B-Activity Data,they,B-Actor,PRP,2,1,O,O,3,0,[0],actor performer
doc-20.13 - thesis writing,hand,B-Activity,NN,2,4,O,B-Activity Data,their,B-Activity Data,PRP$,2,6,B-Activity,B-Further Specification,2,0,[0],uses
doc-20.13 - thesis writing,hand,B-Activity,NN,2,4,O,B-Activity Data,using,B-Further Specification,VBG,2,9,B-Activity Data,O,5,0,"[1, 62, 22]",further specification
doc-20.13 - thesis writing,hand,B-Activity,NN,2,4,O,B-Activity Data,receive,B-Activity,VBP,3,6,B-Actor,B-Activity Data,2,1,[0],flow
doc-20.13 - thesis writing,receive,B-Activity,VBP,3,6,B-Actor,B-Activity Data,they,B-Actor,PRP,3,5,O,B-Activity,1,0,[0],actor performer
doc-20.13 - thesis writing,receive,B-Activity,VBP,3,6,B-Actor,B-Activity Data,their,B-Activity Data,PRP$,3,7,B-Activity,O,1,0,[0],uses
doc-20.13 - thesis writing,receive,B-Activity,VBP,3,6,B-Actor,B-Activity Data,In,B-AND Gateway,IN,5,0,O,O,6,2,[0],flow
doc-20.13 - thesis writing,perform,B-Activity,VB,4,4,O,B-Activity Data,they,B-Actor,PRP,4,1,O,O,3,0,[0],actor performer
doc-20.13 - thesis writing,perform,B-Activity,VB,4,4,O,B-Activity Data,their,B-Activity Data,PRP$,4,5,B-Activity,O,1,0,[0],uses
doc-20.13 - thesis writing,perform,B-Activity,VB,4,4,O,B-Activity Data,When,B-AND Gateway,WRB,6,0,O,O,4,2,[0],flow
doc-20.13 - thesis writing,In,B-AND Gateway,IN,5,0,O,O,perform,B-Activity,VB,4,4,O,B-Activity Data,4,1,[0],flow
doc-20.13 - thesis writing,In,B-AND Gateway,IN,5,0,O,O,have,B-Activity,VBP,5,7,O,B-Activity Data,7,0,"[55, 61]",flow
doc-20.13 - thesis writing,have,B-Activity,VBP,5,7,O,B-Activity Data,the,B-Actor,DT,5,4,O,O,3,0,[0],actor performer
doc-20.13 - thesis writing,have,B-Activity,VBP,5,7,O,B-Activity Data,with,B-Activity Data,IN,5,10,B-Activity,O,3,0,"[22, 55, 61]",uses
doc-20.13 - thesis writing,have,B-Activity,VBP,5,7,O,B-Activity Data,When,B-AND Gateway,WRB,6,0,O,O,7,1,[0],flow
doc-20.13 - thesis writing,When,B-AND Gateway,WRB,6,0,O,O,performing,B-Activity,VBG,6,13,O,B-Activity Data,13,0,[0],flow
doc-20.13 - thesis writing,performing,B-Activity,VBG,6,13,O,B-Activity Data,they,B-Actor,PRP,6,10,O,O,3,0,[0],actor performer
doc-20.13 - thesis writing,performing,B-Activity,VBG,6,13,O,B-Activity Data,the,B-Activity Data,DT,6,14,B-Activity,O,1,0,[0],uses
doc-20.13 - thesis writing,performing,B-Activity,VBG,6,13,O,B-Activity Data,write,B-Activity,VBP,7,3,B-Actor,B-Activity Data,10,1,[0],flow
doc-20.13 - thesis writing,write,B-Activity,VBP,7,3,B-Actor,B-Activity Data,the,B-Actor,DT,7,1,O,B-Activity,2,0,[0],actor performer
doc-20.13 - thesis writing,write,B-Activity,VBP,7,3,B-Actor,B-Activity Data,the,B-Activity Data,DT,7,4,B-Activity,O,1,0,[0],uses
doc-20.13 - thesis writing,write,B-Activity,VBP,7,3,B-Actor,B-Activity Data,present,B-Activity,VBP,7,10,B-Actor,B-Activity Data,7,0,[0],flow
doc-20.13 - thesis writing,present,B-Activity,VBP,7,10,B-Actor,B-Activity Data,the,B-Actor,DT,7,8,O,B-Activity,2,0,[0],actor performer
doc-20.13 - thesis writing,present,B-Activity,VBP,7,10,B-Actor,B-Activity Data,their,B-Activity Data,PRP$,7,11,B-Activity,B-Further Specification,1,0,[0],uses
doc-20.13 - thesis writing,present,B-Activity,VBP,7,10,B-Actor,B-Activity Data,to,B-Further Specification,TO,7,13,B-Activity Data,O,3,0,[0],further specification
doc-20.14 - HR interview,performs,B-Activity,VBZ,0,3,B-Actor,B-Activity Data,The,B-Actor,DT,0,0,NONE,B-Activity,3,0,[0],actor performer
doc-20.14 - HR interview,performs,B-Activity,VBZ,0,3,B-Actor,B-Activity Data,the,B-Activity Data,DT,0,4,B-Activity,O,1,0,[0],uses
doc-20.14 - HR interview,performs,B-Activity,VBZ,0,3,B-Actor,B-Activity Data,the,B-Actor,DT,0,8,O,O,5,0,[0],actor recipient
doc-20.14 - HR interview,performs,B-Activity,VBZ,0,3,B-Actor,B-Activity Data,and,B-AND Gateway,CC,1,10,B-Actor,B-Activity,7,1,[0],flow
doc-20.14 - HR interview,discusses,B-Activity,VBZ,1,3,B-Actor,B-Activity Data,he,B-Actor,PRP,1,2,O,B-Activity,1,0,[0],actor performer
doc-20.14 - HR interview,discusses,B-Activity,VBZ,1,3,B-Actor,B-Activity Data,the,B-Activity Data,DT,1,4,B-Activity,O,1,0,[0],uses
doc-20.14 - HR interview,discusses,B-Activity,VBZ,1,3,B-Actor,B-Activity Data,the,B-Actor,DT,1,7,O,B-AND Gateway,4,0,[0],actor performer
doc-20.14 - HR interview,discusses,B-Activity,VBZ,1,3,B-Actor,B-Activity Data,After,B-AND Gateway,IN,2,0,O,O,3,1,[0],flow
doc-20.14 - HR interview,and,B-AND Gateway,CC,1,10,B-Actor,B-Activity,discusses,B-Activity,VBZ,1,3,B-Actor,B-Activity Data,7,0,[0],flow
doc-20.14 - HR interview,and,B-AND Gateway,CC,1,10,B-Actor,B-Activity,informs,B-Activity,VBZ,1,15,B-AND Gateway,B-Actor,5,0,[0],flow
doc-20.14 - HR interview,informs,B-Activity,VBZ,1,15,B-AND Gateway,B-Actor,he,B-Actor,PRP,1,2,O,B-Activity,13,0,[0],actor performer
doc-20.14 - HR interview,informs,B-Activity,VBZ,1,15,B-AND Gateway,B-Actor,the,B-Actor,DT,1,16,B-Activity,B-Activity Data,1,0,[0],actor recipient
doc-20.14 - HR interview,informs,B-Activity,VBZ,1,15,B-AND Gateway,B-Actor,about,B-Activity Data,IN,1,18,B-Actor,O,3,0,[0],uses
doc-20.14 - HR interview,informs,B-Activity,VBZ,1,15,B-AND Gateway,B-Actor,After,B-AND Gateway,IN,2,0,O,O,15,1,[0],flow
doc-20.14 - HR interview,After,B-AND Gateway,IN,2,0,O,O,performs,B-Activity,VBZ,2,14,B-Actor,B-Activity Data,14,0,[0],flow
doc-20.14 - HR interview,performs,B-Activity,VBZ,2,14,B-Actor,B-Activity Data,the,B-Actor,DT,2,11,O,B-Activity,3,0,[0],actor performer
doc-20.14 - HR interview,performs,B-Activity,VBZ,2,14,B-Actor,B-Activity Data,a,B-Activity Data,DT,2,15,B-Activity,O,1,0,[0],uses
doc-20.14 - HR interview,performs,B-Activity,VBZ,2,14,B-Actor,B-Activity Data,If,B-XOR Gateway,IN,3,0,O,B-Condition Specification,14,1,[0],flow
doc-20.14 - HR interview,If,B-XOR Gateway,IN,3,0,O,B-Condition Specification,this,B-Condition Specification,DT,3,1,B-XOR Gateway,O,1,0,[0],flow
doc-20.14 - HR interview,If,B-XOR Gateway,IN,3,0,O,B-Condition Specification,If,B-XOR Gateway,IN,4,0,O,B-Condition Specification,0,1,[0],same gateway
doc-20.14 - HR interview,this,B-Condition Specification,DT,3,1,B-XOR Gateway,O,prepares,B-Activity,VBZ,3,8,B-Actor,B-Activity Data,7,0,[0],flow
doc-20.14 - HR interview,prepares,B-Activity,VBZ,3,8,B-Actor,B-Activity Data,the,B-Actor,DT,3,5,O,B-Activity,3,0,[0],actor performer
doc-20.14 - HR interview,prepares,B-Activity,VBZ,3,8,B-Actor,B-Activity Data,a,B-Activity Data,DT,3,9,B-Activity,O,1,0,[0],uses
doc-20.14 - HR interview,If,B-XOR Gateway,IN,4,0,O,B-Condition Specification,not,B-Condition Specification,RB,4,1,B-XOR Gateway,O,1,0,[0],flow
doc-20.14 - HR interview,not,B-Condition Specification,RB,4,1,B-XOR Gateway,O,closes,B-Activity,VBZ,4,7,B-Actor,B-Activity Data,6,0,[0],flow
doc-20.14 - HR interview,closes,B-Activity,VBZ,4,7,B-Actor,B-Activity Data,the,B-Actor,DT,4,4,O,B-Activity,3,0,[0],actor performer
doc-20.14 - HR interview,closes,B-Activity,VBZ,4,7,B-Actor,B-Activity Data,the,B-Activity Data,DT,4,8,B-Activity,O,1,0,[0],uses
doc-20.15 - library request,consults,B-Activity,VBD,0,13,B-Actor,B-Activity Data,the,B-Actor,DT,0,9,O,B-Activity,4,0,[0],actor performer
doc-20.15 - library request,consults,B-Activity,VBD,0,13,B-Actor,B-Activity Data,the,B-Activity Data,DT,0,14,B-Activity,O,1,0,[0],uses
doc-20.15 - library request,consults,B-Activity,VBD,0,13,B-Actor,B-Activity Data,If,B-XOR Gateway,IN,1,0,O,B-Condition Specification,13,1,[0],flow
doc-20.15 - library request,If,B-XOR Gateway,IN,1,0,O,B-Condition Specification,the,B-Condition Specification,DT,1,1,B-XOR Gateway,O,1,0,[0],flow
doc-20.15 - library request,If,B-XOR Gateway,IN,1,0,O,B-Condition Specification,If,B-XOR Gateway,IN,2,0,O,B-Condition Specification,0,1,[0],same gateway
doc-20.15 - library request,the,B-Condition Specification,DT,1,1,B-XOR Gateway,O,informs,B-Activity,VBZ,1,17,B-Actor,B-Activity Data,16,0,[0],flow
doc-20.15 - library request,informs,B-Activity,VBZ,1,17,B-Actor,B-Activity Data,the,B-Actor,DT,1,14,O,B-Activity,3,0,[0],actor performer
doc-20.15 - library request,informs,B-Activity,VBZ,1,17,B-Actor,B-Activity Data,the,B-Activity Data,DT,1,18,B-Activity,O,1,0,[0],uses
doc-20.15 - library request,If,B-XOR Gateway,IN,2,0,O,B-Condition Specification,the,B-Condition Specification,DT,2,1,B-XOR Gateway,O,1,0,[0],flow
doc-20.15 - library request,the,B-Condition Specification,DT,2,1,B-XOR Gateway,O,and,B-AND Gateway,CC,2,22,B-Further Specification,B-Activity,21,0,[0],flow
doc-20.15 - library request,logging,B-Activity,VBG,2,14,O,B-Activity Data,the,B-Actor,DT,2,6,O,O,8,0,[0],actor performer
doc-20.15 - library request,logging,B-Activity,VBG,2,14,O,B-Activity Data,the,B-Activity Data,DT,2,15,B-Activity,B-Further Specification,1,0,[0],uses
doc-20.15 - library request,logging,B-Activity,VBG,2,14,O,B-Activity Data,against,B-Further Specification,IN,2,17,B-Activity Data,B-AND Gateway,3,0,[0],further specification
doc-20.15 - library request,and,B-AND Gateway,CC,2,22,B-Further Specification,B-Activity,logging,B-Activity,VBG,2,14,O,B-Activity Data,8,0,[0],flow
doc-20.15 - library request,and,B-AND Gateway,CC,2,22,B-Further Specification,B-Activity,retrieving,B-Activity,VBG,2,24,B-AND Gateway,B-Activity Data,2,0,[0],flow
doc-20.15 - library request,retrieving,B-Activity,VBG,2,24,B-AND Gateway,B-Activity Data,the,B-Actor,DT,2,6,O,O,18,0,[0],actor performer
doc-20.15 - library request,retrieving,B-Activity,VBG,2,24,B-AND Gateway,B-Activity Data,the,B-Activity Data,DT,2,25,B-Activity,B-Further Specification,1,0,[0],uses
doc-20.15 - library request,retrieving,B-Activity,VBG,2,24,B-AND Gateway,B-Activity Data,using,B-Further Specification,VBG,2,27,B-Activity Data,O,3,0,[0],further specification
